1.0, 2.0, 3302.0, 120.0
2.0, 3.0, 2780.0, 120.0
3.0, 4.0, 3275.0, 120.0
4.0, 5.0, 1269.0, 60.0
5.0, 6.0, 1322.0, 60.0
6.0, 7.0, 3380.0, 120.0
7.0, 8.0, 3303.0, 120.0
8.0, 9.0, 2374.0, 120.0
9.0, 10.0, 2746.0, 180.0
10.0, 11.0, 3192.0, 180.0
11.0, 12.0, 1387.0, 60.0
12.0, 13.0, 1234.0, 60.0
13.0, 14.0, 962.0, 60.0
14.0, 15.0, 1430.0, 525.0
15.0, 16.0, 802.0, 311.0
16.0, 17.0, 845.0, 126.0
17.0, 18.0, 849.0, 189.0
18.0, 19.0, 1150.0, 300.0
19.0, 20.0, 1132.0, 120.0
20.0, 21.0, 1308.0, 60.0
21.0, 22.0, 885.0, 60.0
22.0, 23.0, 2143.0, 120.0
23.0, 24.0, 1472.0, 120.0
24.0, 25.0, 1662.0, 120.0
25.0, 26.0, 1585.0, 120.0
26.0, 27.0, 2132.0, 120.0
27.0, 28.0, 2075.0, 154.0
28.0, 29.0, 7504.0, 280.0
29.0, 30.0, 7366.0, 360.0
30.0, 31.0, 3346.0, 295.0
32.0, 33.0, 2951.0, 120.0
33.0, 34.0, 6809.0, 240.0
34.0, 35.0, 3355.0, 180.0
35.0, 36.0, 2809.0, 120.0
36.0, 37.0, 3159.0, 180.0
37.0, 38.0, 5159.0, 240.0
38.0, 39.0, 2004.0, 120.0
39.0, 40.0, 4834.0, 180.0
40.0, 41.0, 1145.0, 60.0
41.0, 10.0, 2595.0, 120.0
42.0, 43.0, 1313.0, 120.0
43.0, 44.0, 2458.0, 120.0
44.0, 45.0, 2821.0, 180.0
45.0, 46.0, 2517.0, 120.0
46.0, 47.0, 2603.0, 120.0
47.0, 48.0, 1755.0, 120.0
48.0, 49.0, 3567.0, 180.0
49.0, 50.0, 2516.0, 120.0
50.0, 51.0, 2158.0, 120.0
51.0, 52.0, 5109.0, 240.0
52.0, 53.0, 2076.0, 180.0
53.0, 54.0, 3927.0, 300.0
55.0, 56.0, 5421.0, 240.0
56.0, 57.0, 2629.0, 120.0
57.0, 58.0, 3961.0, 180.0
13.0, 137.0, 1761.0, 120.0
58.0, 59.0, 3698.0, 180.0
59.0, 60.0, 1195.0, 60.0
60.0, 61.0, 1960.0, 120.0
61.0, 62.0, 3986.0, 240.0
62.0, 63.0, 1780.0, 120.0
63.0, 64.0, 1856.0, 120.0
64.0, 65.0, 982.0, 60.0
65.0, 66.0, 1978.0, 120.0
66.0, 10.0, 1512.0, 120.0
67.0, 68.0, 817.0, 60.0
68.0, 69.0, 1347.0, 60.0
69.0, 70.0, 2511.0, 120.0
70.0, 71.0, 4700.0, 180.0
71.0, 72.0, 9988.0, 360.0
72.0, 73.0, 6977.0, 300.0
73.0, 74.0, 1639.0, 120.0
75.0, 76.0, 4531.0, 180.0
76.0, 77.0, 5856.0, 300.0
77.0, 78.0, 3868.0, 180.0
78.0, 79.0, 3056.0, 180.0
79.0, 80.0, 1936.0, 120.0
80.0, 81.0, 1915.0, 120.0
81.0, 82.0, 5246.0, 261.0
82.0, 83.0, 2466.0, 204.0
83.0, 84.0, 2371.0, 120.0
84.0, 11.0, 5491.0, 240.0
85.0, 86.0, 6269.0, 240.0
86.0, 87.0, 3106.0, 120.0
88.0, 97.0, 5703.0, 1860.0
77.0, 73.0, 8910.0, 360.0
87.0, 88.0, 4842.0, 240.0
89.0, 90.0, 4119.0, 180.0
90.0, 91.0, 3161.0, 180.0
91.0, 92.0, 3316.0, 180.0
20.0, 42.0, 1167.0, 60.0
42.0, 67.0, 4167.0, 240.0
92.0, 93.0, 2911.0, 180.0
93.0, 94.0, 4081.0, 180.0
94.0, 95.0, 3066.0, 180.0
95.0, 96.0, 2743.0, 180.0
96.0, 97.0, 4998.0, 240.0
97.0, 98.0, 1374.0, 120.0
98.0, 99.0, 5001.0, 240.0
99.0, 100.0, 2455.0, 120.0
100.0, 101.0, 1413.0, 60.0
101.0, 102.0, 1549.0, 120.0
102.0, 11.0, 3142.0, 180.0
103.0, 104.0, 3951.0, 180.0
22.0, 138.0, 3720.0, 240.0
104.0, 105.0, 2288.0, 120.0
105.0, 106.0, 1820.0, 120.0
123.0, 66.0, 2515.0, 120.0
106.0, 107.0, 2140.0, 120.0
107.0, 108.0, 4755.0, 240.0
108.0, 109.0, 3155.0, 180.0
109.0, 110.0, 3233.0, 120.0
110.0, 111.0, 3582.0, 120.0
112.0, 113.0, 1354.0, 120.0
114.0, 115.0, 4772.0, 180.0
115.0, 116.0, 2079.0, 120.0
116.0, 117.0, 4789.0, 240.0
117.0, 118.0, 1238.0, 120.0
118.0, 119.0, 7779.0, 360.0
119.0, 120.0, 3079.0, 180.0
120.0, 121.0, 1738.0, 120.0
121.0, 122.0, 1938.0, 120.0
122.0, 123.0, 968.0, 120.0
124.0, 125.0, 4856.0, 300.0
125.0, 126.0, 3172.0, 180.0
126.0, 127.0, 1629.0, 120.0
127.0, 128.0, 3630.0, 180.0
128.0, 129.0, 2013.0, 120.0
135.0, 136.0, 1195.0, 182.0
111.0, 112.0, 2220.0, 120.0
129.0, 130.0, 1655.0, 120.0
103.0, 43.0, 3813.0, 180.0
130.0, 131.0, 1878.0, 120.0
131.0, 132.0, 1586.0, 120.0
132.0, 133.0, 1031.0, 60.0
133.0, 134.0, 1753.0, 120.0
134.0, 135.0, 1517.0, 120.0
136.0, 137.0, 1992.0, 194.0
138.0, 139.0, 1314.0, 60.0
139.0, 140.0, 1820.0, 120.0
140.0, 141.0, 2007.0, 120.0
141.0, 142.0, 2377.0, 120.0
142.0, 143.0, 1787.0, 60.0
143.0, 144.0, 1796.0, 120.0
144.0, 145.0, 3095.0, 180.0
145.0, 146.0, 3754.0, 240.0
146.0, 147.0, 1108.0, 120.0
147.0, 148.0, 1613.0, 120.0
148.0, 149.0, 3726.0, 240.0
